idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
4949,MA,MA,25,01520, 5,1,0,5,Y, , 1, 1, 41,1248,1248,032288,032488,     4.6,     6.8,   649.239482,0,0, 27,WORCESTER           
4950,MA,MA,25,01520, 5,1,0,4,Y, , 5, 1, 58,0710,0715,033088,040488,     5.2,     5.7,   625.019977,0,0, 27,WORCESTER           
4951,MA,MA,25,01520, 5,1,0,4, , , 3, 1, 76,1100,1100,033188,040488,     4.1,     6.2,   596.075068,1,0, 27,WORCESTER           
4952,MA,MA,25,01520, 5,1,0,4,Y, , 5, 1, 96,1630,1615,032888,033088,     2.5,     8.0,   625.019977,0,0, 27,WORCESTER           
4953,MA,MA,25,01520, 5,1,0,4,Y, , 3, 1, 71,1934,2059,033188,040488,     4.5,     6.9,   596.075068,0,0, 27,WORCESTER           
4954,MA,MA,25,01520, 5,2,0,4,Y, , 1, 1,  7,0630,2000,042288,042488,     6.4,     5.0,   649.239482,0,0, 27,WORCESTER           
4955,MA,MA,25,01520, 5,1,0,4,Y, , 1, 1,  6,1015,1445,040488,040488,     7.0,     3.9,   649.239482,0,0, 27,WORCESTER           
4956,MA,MA,25,01523, 5,1,0,7,Y, , 1, 1, 22,1500,1500,031388,031588,     1.0,    20.0,   649.239482,0,0, 27,WORCESTER           
4957,MA,MA,25,01523, 5,1,0,4,Y, , 3, 1, 50,0600,0600,033188,040488,     1.2,    15.7,   596.075068,0,0, 27,WORCESTER           
4958,MA,MA,25,01523, 5,1,0,4,Y, , 1, 1, 56,2010,1930,032788,032988,     5.0,    24.7,   649.239482,0,0, 27,WORCESTER           
4959,MA,MA,25,01524, 5,0,9,0, , , 2, 1, 53,1315,1530,032688,032888,     5.6,     8.2,   579.396874,0,0, 27,WORCESTER           
4960,MA,MA,25,01524, 5,1,0,4,Y, , 2, 1,109,0655,0655,040488,040488,     6.6,     4.7,   579.396874,0,0, 27,WORCESTER           
4961,MA,MA,25,01524, 5,1,0,4,Y, , 3, 1,  8,1845,1915,032788,032988,     4.1,     6.3,   596.075068,0,0, 27,WORCESTER           
4962,MA,MA,25,01527, 5,1,0,4,Y, , 5, 1, 41,1900,1900,031588,031788,     1.5,    16.1,   625.019977,0,0, 27,WORCESTER           
4963,MA,MA,25,01527, 5,1,0,4,Y, , 2, 1, 43,1300,1245,032888,033088,     0.5,     0.0,   579.396874,0,0, 27,WORCESTER           
4964,MA,MA,25,01527, 5,1,0,0,Y, , 4, 1, 55,0810,0800,032688,032888,     2.4,     9.3,   628.910680,0,0, 27,WORCESTER           
4965,MA,MA,25,01527, 5,1,0,4,Y, , 4, 1, 53,1300,1300,040488,040488,    23.4,     1.9,   628.910680,0,0, 27,WORCESTER           
4966,MA,MA,25,01527, 5,1,0,4, , , 3, 1, 57,0825,0830,032688,032888,     1.0,    25.1,   596.075068,0,0, 27,WORCESTER           
4967,MA,MA,25,01527, 5,1,0,4,Y, , 5, 1, 89,1645,1740,032988,033188,     2.9,     9.6,   625.019977,0,0, 27,WORCESTER           
4968,MA,MA,25,01527, 5,1,0,4,Y, , 2, 1, 72,2115,0735,032788,033188,     2.9,     8.7,   579.396874,0,0, 27,WORCESTER           
4969,MA,MA,25,01527, 5,1,0,4,Y, , 1, 1,  7,0700,0700,033188,040488,     2.0,     9.4,   649.239482,0,0, 27,WORCESTER           
4970,MA,MA,25,01531, 5,1,0,4,Y, , 3, 1, 33,1230,1330,032488,032688,     2.1,    17.0,   596.075068,0,0, 27,WORCESTER           
4971,MA,MA,25,01532, 5,1,0,4,Y, , 5, 1, 49,1900,2020,032588,032788,     1.8,    14.3,   625.019977,0,0, 27,WORCESTER           
4972,MA,MA,25,01532, 5,1,0,2,Y, , 3, 1,105,1745,1745,033088,040488,     5.3,     4.7,   596.075068,0,0, 27,WORCESTER           
4973,MA,MA,25,01532, 5,1,0,4,Y, , 2, 1, 11,1630,1730,040488,040488,     2.3,    11.5,   579.396874,0,0, 27,WORCESTER           
4974,MA,MA,25,01534, 5,1,1,3,N, , 4, 1, 58,0830,0845,032188,032388,     0.3,     0.0,   628.910680,0,0, 27,WORCESTER           
4975,MA,MA,25,01534, 5,2,0,4,Y, , 2, 1, 78,0900,0900,032788,032988,     7.5,     4.0,   579.396874,0,0, 27,WORCESTER           
4976,MA,MA,25,01535, 5,1,0,7,Y, , 5, 1, 44,1200,1200,032488,032688,     3.6,    11.6,   625.019977,0,0, 27,WORCESTER           
4977,MA,MA,25,01535, 5,1,0,4,Y, , 2, 1, 86,2100,2100,032288,032488,     1.5,    16.6,   579.396874,0,0, 27,WORCESTER           
4978,MA,MA,25,01536, 5,1,0,4,Y, , 5, 1, 85,2100,2100,032788,032988,    14.3,     2.9,   625.019977,0,0, 27,WORCESTER           
4979,MA,MA,25,01536, 5,1,0,4,Y, , 4, 1,105,0900,0900,033188,040488,     4.7,     5.5,   628.910680,0,0, 27,WORCESTER           
4980,MA,MA,25,01537, 5,1,0,4,Y, , 2, 1,  1,1030,1600,032688,032888,     4.9,     6.5,   579.396874,0,0, 27,WORCESTER           
4981,MA,MA,25,01538, 5,1,0,4,Y, , 4, 1, 89,1413,1413,040488,040488,     7.7,     5.8,   628.910680,0,0, 27,WORCESTER           
4982,MA,MA,25,01540, 5,1,1,3,Y, , 3, 1, 24,1000,1000,032188,032388,    16.0,     8.2,   596.075068,0,0, 27,WORCESTER           
4983,MA,MA,25,01540, 5,1,0,3,Y, , 5, 1, 77,0700,0700,040488,040488,     1.5,    13.5,   625.019977,0,0, 27,WORCESTER           
4984,MA,MA,25,01541, 5,1,0,4,Y, , 2, 1, 66,1830,1830,031888,032088,     3.5,     8.0,   579.396874,1,0, 27,WORCESTER           
4985,MA,MA,25,01541, 5,1,0,1,Y, , 5, 1, 95,0900,0830,040488,040488,    11.7,     3.1,   625.019977,0,0, 27,WORCESTER           
4986,MA,MA,25,01543, 5,1,0,4,Y, , 2, 1, 28,0930,0930,032388,032588,     6.4,     6.5,   579.396874,0,0, 27,WORCESTER           
4987,MA,MA,25,01543, 5,1,0,7,Y, , 4, 1, 44,1300,1300,032288,032488,     1.3,    19.2,   628.910680,0,0, 27,WORCESTER           
4988,MA,MA,25,01543, 5,1,0,0,Y, , 1, 1, 55,1300,1300,032788,032988,     6.2,     4.3,   649.239482,0,0, 27,WORCESTER           
4989,MA,MA,25,01545, 5,1,0,4,Y, , 4, 1, 24,1005,0925,031788,031988,     2.7,     8.1,   628.910680,0,0, 27,WORCESTER           
4990,MA,MA,25,01545, 5,1,1,2,N, , 3, 1, 36,1800,1815,032288,032488,     2.6,    10.3,   596.075068,0,0, 27,WORCESTER           
4991,MA,MA,25,01545, 5,1,0,2,Y, , 1, 1, 42,1530,1530,031788,031988,    11.3,     3.8,   649.239482,0,0, 27,WORCESTER           
4992,MA,MA,25,01545, 5,1,0,0,Y, , 3, 1, 48,1400,1400,032388,032588,     5.6,     5.4,   596.075068,0,0, 27,WORCESTER           
4993,MA,MA,25,01545, 5,1,1,2,N, , 5, 1, 48,1800,1830,031688,031888,     1.1,    17.0,   625.019977,0,0, 27,WORCESTER           
4994,MA,MA,25,01545, 5,5,0,7,Y, , 2, 1, 51,1630,1730,032688,032888,    31.3,     2.8,   579.396874,0,0, 27,WORCESTER           
4995,MA,MA,25,01545, 5,1,0,7,Y, , 3, 1, 62,0830,0845,032188,032388,     0.8,    51.0,   596.075068,0,0, 27,WORCESTER           
4996,MA,MA,25,01545, 5,1,0,4,Y, , 1, 1, 76,1810,1813,032288,032488,    11.4,     3.5,   649.239482,0,0, 27,WORCESTER           
4997,MA,MA,25,01545, 5,1,0,4,Y, , 1, 1, 90,0900,0900,032988,033188,     1.5,    15.3,   649.239482,0,0, 27,WORCESTER           
4998,MA,MA,25,01545, 5,1,0,4,Y, , 1, 1,101,0830,0830,040488,040488,    21.0,     2.9,   649.239482,0,0, 27,WORCESTER           
4999,MA,MA,25,01545, 5,1,0,4,Y, , 4, 1, 81,2000,1000,032488,032788,    11.7,     3.2,   628.910680,0,0, 27,WORCESTER           
5000,MA,MA,25,01545, 5,5,0,4,Y, , 3, 1,105,2300,0800,040488,040488,    11.9,     2.9,   596.075068,0,0, 27,WORCESTER           
5001,MA,MA,25,01545, 5,2,0,2,Y, , 3, 1,  7,1800,1900,033088,040488,     1.8,    13.1,   596.075068,0,0, 27,WORCESTER           
5002,MA,MA,25,01550, 5,1,0,4,Y, , 1, 1, 67,1600,1600,032888,033088,     1.2,    24.6,   649.239482,0,0, 27,WORCESTER           
5003,MA,MA,25,01550, 5,1,0,4,Y, , 3, 1, 80,1400,1546,031888,032088,    11.1,     3.4,   596.075068,0,0, 27,WORCESTER           
5004,MA,MA,25,01550, 5,1,0,7,Y, , 5, 1, 79,0902,1606,033188,040488,     6.4,     3.8,   625.019977,0,0, 27,WORCESTER           
5005,MA,MA,25,01550, 5,2,0,4,Y, , 3, 1, 41,0000,0000,040488,040488,     0.7,    60.5,   596.075068,0,0, 27,WORCESTER           
5006,MA,MA,25,01550, 5,1,0,2,Y, , 2, 1,104,2300,0015,040488,040488,     2.0,    18.0,   579.396874,0,0, 27,WORCESTER           
5007,MA,MA,25,01562, 5,5,0,4,Y, , 4, 1, 40,1700,1700,032988,033188,     2.3,    13.3,   628.910680,0,0, 27,WORCESTER           
5008,MA,MA,25,01562, 5,2,0,4,Y, , 1, 1, 65,1330,1345,040488,041088,     2.1,    11.6,   649.239482,0,0, 27,WORCESTER           
5009,MA,MA,25,01562, 5,1,0,4,Y, , 5, 1, 72,0700,0845,031888,032088,     3.9,     6.8,   625.019977,0,0, 27,WORCESTER           
5010,MA,MA,25,01562, 5,2,0,4,Y, , 3, 1, 75,0610,0700,032888,033088,     3.3,     9.9,   596.075068,0,0, 27,WORCESTER           
5011,MA,MA,25,01562, 5,1,0,4,Y, , 2, 1, 81,0905,0905,032888,033088,     2.2,     8.9,   579.396874,0,0, 27,WORCESTER           
5012,MA,MA,25,01562, 5,1,0,7,Y, , 4, 1, 92,0900,0900,032688,032888,     5.9,     5.9,   628.910680,0,0, 27,WORCESTER           
5013,MA,MA,25,01562, 5,1,0,4,Y, , 3, 1,  3,1100,1700,032788,033088,    30.7,     2.2,   596.075068,0,0, 27,WORCESTER           
5014,MA,MA,25,01564, 5,1,0,4,Y, , 2, 1, 96,0830,0835,032688,032888,     3.1,     7.3,   579.396874,0,0, 27,WORCESTER           
5015,MA,MA,25,01566, 5,1,0,4,Y, , 4, 1, 34,0730,0700,032288,032488,     1.7,    16.6,   628.910680,0,0, 27,WORCESTER           
5016,MA,MA,25,01566, 5,1,0,4,Y, , 3, 1, 48,0730,0700,031588,031788,     1.3,    18.2,   596.075068,0,0, 27,WORCESTER           
5017,MA,MA,25,01566, 5,2,0,0,Y, , 4, 1,103,0730,0730,040488,040488,     2.8,     8.0,   628.910680,0,0, 27,WORCESTER           
5018,MA,MA,25,01569, 5,1,0,4,Y, , 5, 1, 69,1100,1100,032888,033088,     2.7,    10.9,   625.019977,0,0, 27,WORCESTER           
5019,MA,MA,25,01570, 5,2,0,1,Y, , 2, 1, 24,0900,0900,031788,031988,     2.7,     8.4,   579.396874,0,0, 27,WORCESTER           
5020,MA,MA,25,01570, 5,1,0,2,Y, , 3, 1, 42,1600,1600,032088,032288,     1.4,    24.4,   596.075068,0,0, 27,WORCESTER           
5021,MA,MA,25,01570, 5,1,0,4,Y, , 3, 1, 48,0630,0645,033188,040488,     3.7,     6.0,   596.075068,0,0, 27,WORCESTER           
5022,MA,MA,25,01570, 5,1,0,0,Y, , 5, 1, 48,1200,1200,032688,032888,     8.2,     4.0,   625.019977,0,0, 27,WORCESTER           
5023,MA,MA,25,01570, 5,1,0,0,Y, , 4, 1, 49,1230,1230,032688,032888,     6.7,     8.5,   628.910680,0,0, 27,WORCESTER           
5024,MA,MA,25,01570, 5,1,9,7,Y, , 4, 1, 81,0650,0950,032988,033188,     1.8,    20.2,   628.910680,0,0, 27,WORCESTER           
5025,MA,MA,25,01570, 5,1,0,4,Y, , 1, 1, 92,0800,1000,032588,032788,    41.1,     2.2,   649.239482,0,0, 27,WORCESTER           
5026,MA,MA,25,01570, 5,1,0,2,Y, , 5, 1,  3,0830,0830,032688,032888,     1.7,    13.6,   625.019977,0,0, 27,WORCESTER           
5027,MA,MA,25,01570, 5,0,9,0,0, , 2, 1,  5,1600,1600,032688,032988,     5.9,     6.7,   579.396874,0,0, 27,WORCESTER           
5028,MA,MA,25,01581, 5,1,0,4,Y, , 5, 1, 76,1800,1800,032488,032688,     5.0,     6.3,   625.019977,0,0, 27,WORCESTER           
5029,MA,MA,25,01581, 5,1,0,0,Y, , 3, 1, 96,1430,1430,040488,040488,    16.8,     2.2,   596.075068,0,0, 27,WORCESTER           
5030,MA,MA,25,01583, 5,1,0,4,Y, , 2, 1, 52,1630,1630,032788,032988,     3.6,     6.6,   579.396874,0,0, 27,WORCESTER           
5031,MA,MA,25,01583, 5,0,9,0, , , 5, 1, 54,1400,1401,040488,040488,     7.3,     4.6,   625.019977,0,0, 27,WORCESTER           
5032,MA,MA,25,01583, 5,1,0,4,Y, , 3, 1, 91,1525,1540,040488,040488,     2.3,    10.3,   596.075068,0,0, 27,WORCESTER           
5033,MA,MA,25,01585, 5,1,0,4,Y, , 4, 1, 64,2100,2120,033088,040488,     4.1,     6.6,   628.910680,0,0, 27,WORCESTER           
5034,MA,MA,25,01588, 5,1,0,4,Y, , 2, 1,103,1700,1700,033088,040488,     3.4,     7.7,   579.396874,0,0, 27,WORCESTER           
5035,MA,MA,25,01588, 5,5,0,4,Y, , 4, 1,  5,1600,1600,032388,032588,     8.0,     4.3,   628.910680,0,0, 27,WORCESTER           
5036,MA,MA,25,01588, 5,1,0,4,Y, , 4, 1,  6,1545,1815,040488,040488,     3.5,     7.3,   628.910680,0,0, 27,WORCESTER           
5037,MA,MA,25,01602, 5,0,9,0, , , 4, 1, 37,2030,2030,032788,032988,     1.6,    19.6,   628.910680,0,0, 27,WORCESTER           
5038,MA,MA,25,01602, 5,1,0,4,Y, , 4, 1, 58,0800,1050,033088,040488,     2.8,     9.0,   628.910680,0,0, 27,WORCESTER           
5039,MA,MA,25,01602, 5,1,0,2,Y, , 1, 1, 39,1300,1300,032588,032788,     2.1,    14.6,   649.239482,0,0, 27,WORCESTER           
5040,MA,MA,25,01602, 5,1,0,0,Y, , 5, 1, 11,1140,1150,032988,033188,     5.1,     6.4,   625.019977,0,0, 27,WORCESTER           
5041,MA,MA,25,01603, 5,1,0,4,Y, , 1, 1, 46,1730,1030,032388,032588,     3.2,     8.4,   649.239482,0,0, 27,WORCESTER           
5042,MA,MA,25,01604, 5,1,0,4,Y, , 1, 1, 22,1800,1800,031888,032088,     2.3,    10.2,   649.239482,0,0, 27,WORCESTER           
5043,MA,MA,25,01604, 5,1,0,1,Y, , 5, 1, 43,1845,1845,032288,032488,     1.1,    19.4,   625.019977,0,0, 27,WORCESTER           
5044,MA,MA,25,01604, 5,1,0,2,Y, , 2, 1, 57,2100,2100,040488,040488,     5.9,     5.8,   579.396874,0,0, 27,WORCESTER           
5045,MA,MA,25,01604, 5,1,0,4,Y, , 2, 1, 56,1600,1620,031888,032088,     1.0,    19.7,   579.396874,0,0, 27,WORCESTER           
5046,MA,MA,25,01604, 5,1,0,7,Y, , 4, 1, 45,1655,1700,031788,031988,     0.9,    31.6,   628.910680,1,0, 27,WORCESTER           
5047,MA,MA,25,01604, 5,1,0,4,Y, , 1, 1, 34,0530,0530,032788,032988,    10.6,     3.0,   649.239482,0,0, 27,WORCESTER           
5048,MA,MA,25,01605, 5,1,0,0,Y, , 5, 1, 69,1400,1400,031688,031888,     3.6,     6.8,   625.019977,0,0, 27,WORCESTER           
5049,MA,MA,25,01605, 5,1,0,4,Y, , 4, 1, 59,1640,1715,032988,040488,     7.3,     5.5,   628.910680,0,0, 27,WORCESTER           
5050,MA,MA,25,01605, 5,2,0,4,Y, , 5, 1, 68,1500,1134,040488,040488,     1.2,    13.7,   625.019977,0,0, 27,WORCESTER           
5051,MA,MA,25,01605, 5,1,0,2,Y, , 5, 1, 71,2115,1015,040488,040488,     5.8,     5.7,   625.019977,0,0, 27,WORCESTER           
5052,MA,MA,25,01605, 5,1,0,2,Y, , 4, 1, 87,0700,0700,032988,033188,     1.0,    27.3,   628.910680,0,0, 27,WORCESTER           
5053,MA,MA,25,01605, 5,1,0,4,Y, , 2, 1, 88,0945,1945,040488,040488,    21.6,     3.1,   579.396874,0,0, 27,WORCESTER           
5054,MA,MA,25,01605, 5,1,0,7,Y, , 5, 1, 98,1230,1230,032488,032688,     4.3,     7.6,   625.019977,0,0, 27,WORCESTER           
5055,MA,MA,25,01606, 5,0,9,0,0, , 2, 1, 62,1330,1335,032988,033188,     3.4,     8.9,   579.396874,0,0, 27,WORCESTER           
5056,MA,MA,25,01606, 5,1,0,4,Y, , 1, 1,106,1500,1500,033088,040488,     1.6,    14.5,   649.239482,0,0, 27,WORCESTER           
5057,MA,MA,25,01609, 5,1,0,4,Y, , 2, 1, 36,0800,0800,032988,033188,     0.6,    41.6,   579.396874,0,0, 27,WORCESTER           
5058,MA,MA,25,01609, 5,1,0,4,Y, , 5, 1, 61,2200,0730,032688,032988,     1.7,    11.1,   625.019977,0,0, 27,WORCESTER           
5059,MA,MA,25,01609, 5,1,0,4,Y, , 3, 1, 81,2030,2030,040488,040488,     2.9,     8.1,   596.075068,0,0, 27,WORCESTER           
5060,MA,MA,25,01609, 5,1,0,0,Y, , 2, 1, 88,0800,1000,032788,032988,     5.1,     5.7,   579.396874,0,0, 27,WORCESTER           
5061,MA,MA,25,01609, 5,1,0,2,Y, , 2, 1,103,2220,0810,041088,041388,     6.6,     4.0,   579.396874,0,0, 27,WORCESTER           
5062,MA,MA,25,01610, 5,1,0,0,Y, , 4, 1, 44,1745,1900,031888,032088,     1.6,    13.2,   628.910680,0,0, 27,WORCESTER           
5063,MA,MA,25,01611, 5,1,0,4,Y, , 5, 1, 90,0532,1746,032888,033088,     4.1,     6.9,   625.019977,0,0, 27,WORCESTER           
5064,MA,MA,25,01612, 5,1,0,7,Y, , 5, 1, 21,1600,1600,031488,031688,     1.2,    20.4,   625.019977,0,0, 27,WORCESTER           
5065,MA,MA,25,01612, 5,1,0,4,Y, , 2, 1, 53,0830,0828,032688,032888,     5.4,     5.2,   579.396874,1,0, 27,WORCESTER           
5066,MA,MA,25,01612, 5,1,0,4,Y, , 3, 1,101,1230,1230,032588,032788,     0.6,    33.4,   596.075068,0,0, 27,WORCESTER           
5067,MA,MA,25,01612, 5,1,0,4,Y, , 4, 1, 94,1915,1915,040488,041088,     0.6,    29.8,   628.910680,0,0, 27,WORCESTER           
5068,MA,MA,25,01740, 5,1,0,2,Y, , 2, 1, 65,1205,1205,032488,032688,     1.3,    12.7,   579.396874,0,0, 27,WORCESTER           
5069,MA,MA,25,01740, 5,1,0,4,Y, , 4, 1,  9,1040,0815,032688,032888,     2.1,    10.1,   628.910680,0,0, 27,WORCESTER           
5070,MA,MA,25,01747, 5,1,0,4,Y, , 3, 1, 22,1010,1013,040488,040488,     1.6,    18.0,   596.075068,0,0, 27,WORCESTER           
5071,MA,MA,25,01747, 5,0,9,0, , , 1, 1,  1,1930,2030,033088,040488,     1.8,    16.3,   649.239482,0,0, 27,WORCESTER           
5072,MA,MA,25,01757, 5,1,0,2,Y, , 1, 1, 53,0815,0815,031588,031788,     1.0,    23.0,   649.239482,0,0, 27,WORCESTER           
5073,MA,MA,25,01757, 5,1,0,7,Y, , 5, 1, 77,0840,0700,032688,032888,     2.0,    10.7,   625.019977,0,0, 27,WORCESTER           
5074,MA,MA,25,01757, 5,1,0,4,Y, , 3, 1,109,1300,1300,032988,033188,     1.5,    14.9,   596.075068,0,0, 27,WORCESTER           
5075,MA,MA,25,01757, 5,1,0,7,Y, , 4, 1,103,2200,0730,040488,040488,     0.6,    26.0,   628.910680,0,0, 27,WORCESTER           
5076,MA,MA,25,01757, 5,1,0,4,Y, , 3, 1,  7,2130,2130,032388,032588,     0.7,    39.3,   596.075068,0,0, 27,WORCESTER           
5077,MA,MA,25,01772, 5,1,0,7,Y, , 3, 1, 30,1900,0600,032988,040488,     1.5,    14.1,   596.075068,0,0, 27,WORCESTER           
5078,MA,MA,25,01772, 5,1,0,2,Y, , 1, 1, 40,2000,0800,031588,031988,     1.0,    20.5,   649.239482,0,0, 27,WORCESTER           
5079,MA,MA,25,01772, 5,1,0,4,Y, , 2, 1, 77,2000,2005,032488,032688,     2.0,    13.2,   579.396874,0,0, 27,WORCESTER           
5080,MA,MA,25,01772, 5,1,0,4,Y, , 4, 1,101,1415,1500,040488,040488,     3.5,     7.0,   628.910680,0,0, 27,WORCESTER           
5081,MN,MN,27,55735, 5,1,1,3,N, , 2, 4, 41,0930,0930,012088,012288,     2.2,     9.7,  1146.499190,1,0,  1,AITKIN              
5082,MN,MN,27,55748, 5,1,0,4,Y, , 5, 2, 40,1615,1615,011888,012088,     2.2,    14.5,   471.366223,0,0,  1,AITKIN              
5083,MN,MN,27,55748, 5,1,0,4,Y, , 3, 2, 42,1030,1515,020288,021188,     2.9,     9.6,   433.316718,0,0,  1,AITKIN              
5084,MN,MN,27,56469, 5,1,0,4,Y, , 2, 2, 24,1410,1410,122987,123187,     1.0,    24.3,   461.623670,0,0,  1,AITKIN              
5085,MN,MN,27,55011, 3,1,0,4,Y, , 3, 2, 40,0600,0600,012888,013088,     3.1,    13.8,   433.316718,0,0,  3,ANOKA               
5086,MN,MN,27,55014, 3,1,0,4,Y, , 5, 2, 22,0900,1300,120287,121187,     2.5,    12.8,   471.366223,0,0,  3,ANOKA               
5087,MN,MN,27,55014, 3,1,0,4,Y, , 5, 2, 28,2000,2025,121887,122087,     1.5,    14.5,   471.366223,0,0,  3,ANOKA               
5088,MN,MN,27,55014, 3,1,0,2,Y, , 3, 2, 33,0800,1000,122587,122787,     1.0,    18.0,   433.316718,0,0,  3,ANOKA               
5089,MN,MN,27,55014, 3,1,0,4,Y, , 3, 2, 36,1000,1730,010188,010188,     0.7,    25.1,   433.316718,0,0,  3,ANOKA               
5090,MN,MN,27,55014, 3,1,0,4,Y, , 2, 2, 44,0900,0900,020288,020288,     1.2,    17.5,   461.623670,0,0,  3,ANOKA               
5091,MN,MN,27,55014, 3,1,0,4,Y, , 2, 2, 47,1040,1040,020288,020288,     1.2,    20.2,   461.623670,0,0,  3,ANOKA               
5092,MN,MN,27,55014, 3,1,0,4,Y, , 5, 2,  4,0610,0610,022988,030388,     1.3,    23.3,   471.366223,0,0,  3,ANOKA               
5093,MN,MN,27,55014, 3,1,0,4,Y, , 4, 2,  3,1130,1221,030388,031088,     1.4,    18.7,   461.274696,0,0,  3,ANOKA               
5094,MN,MN,27,55025, 3,1,0,2,Y, , 2, 2, 22,0815,0815,121287,121487,     0.4,     0.0,   461.623670,0,0,  3,ANOKA               
5095,MN,MN,27,55025, 3,0,0,0, , , 5, 2, 26,1400,1400,121687,121887,     1.1,    18.8,   471.366223,0,0,  3,ANOKA               
5096,MN,MN,27,55025, 3,1,0,0,Y, , 2, 2, 41,1600,1600,012688,012888,     4.5,     7.0,   461.623670,0,0,  3,ANOKA               
5097,MN,MN,27,55025, 3,1,0,4,Y, , 1, 2, 43,1205,1205,012088,012288,     1.3,    33.2,   485.435931,0,0,  3,ANOKA               
5098,MN,MN,27,55025, 3,1,0,4,Y, , 4, 2, 48,2000,2000,022188,022388,     2.1,    10.1,   461.274696,0,0,  3,ANOKA               
5099,MN,MN,27,55038, 3,1,0,4,Y, , 5, 2, 49,1110,1110,033188,040488,     5.9,     5.7,   471.366223,0,0,  3,ANOKA               
5100,MN,MN,27,55070, 3,1,0,2,Y, , 2, 2,  1,1900,1900,022388,022588,     3.3,     8.4,   461.623670,0,0,  3,ANOKA               
5101,MN,MN,27,55303, 3,1,0,2,Y, , 5, 2, 22,1930,1930,120287,121087,     1.8,    14.4,   471.366223,1,0,  3,ANOKA               
5102,MN,MN,27,55303, 3,0,0,0, , , 2, 2, 30,1630,1620,121987,122187,     5.4,     5.6,   461.623670,0,0,  3,ANOKA               
5103,MN,MN,27,55303, 3,1,0,4,Y, , 2, 2, 33,1815,1815,122887,123087,     6.3,     6.1,   461.623670,0,0,  3,ANOKA               
5104,MN,MN,27,55303, 3,1,0,5,Y, , 5, 2, 30,1900,1900,122887,123087,     1.9,    13.7,   471.366223,0,0,  3,ANOKA               
5105,MN,MN,27,55303, 3,1,0,4,Y, , 2, 2, 37,1500,1530,010188,010188,     6.6,     8.9,   461.623670,0,0,  3,ANOKA               
5106,MN,MN,27,55303, 3,1,0,2,Y, , 5, 2, 38,1000,1600,122887,123087,     3.1,     9.9,   471.366223,0,0,  3,ANOKA               
5107,MN,MN,27,55303, 3,1,0,2,Y, , 3, 2, 43,1730,1730,011688,011888,     6.8,     4.9,   433.316718,0,0,  3,ANOKA               
5108,MN,MN,27,55303, 3,1,0,4,Y, , 1, 2, 41,1750,1645,012888,013088,     7.0,     4.6,   485.435931,0,0,  3,ANOKA               
5109,MN,MN,27,55303, 3,1,0,7,Y, , 2, 2, 44,2210,2210,020288,020288,     7.7,     4.5,   461.623670,0,0,  3,ANOKA               
5110,MN,MN,27,55303, 3,1,0,4,Y, , 1, 2, 48,1700,1700,020288,020288,     5.2,     4.8,   485.435931,0,0,  3,ANOKA               
5111,MN,MN,27,55303, 3,1,0,2,Y, , 2, 2, 48,1530,1530,021388,021588,     4.5,     5.9,   461.623670,1,0,  3,ANOKA               
5112,MN,MN,27,55303, 3,1,0,2,Y, , 5, 2, 48,1830,1830,020288,020288,     4.4,     7.2,   471.366223,0,0,  3,ANOKA               
5113,MN,MN,27,55303, 3,1,0,2,Y, , 1, 2,  2,2030,2030,022688,022888,     2.8,     8.4,   485.435931,0,0,  3,ANOKA               
5114,MN,MN,27,55303, 3,1,0,4,Y, , 3, 2,  4,1501,1500,031888,032088,     8.1,     8.7,   433.316718,0,0,  3,ANOKA               
5115,MN,MN,27,55303, 3,0,0,0, , , 3, 2,  2,0800,0900,030388,031188,     1.6,    12.8,   433.316718,0,0,  3,ANOKA               
5116,MN,MN,27,55304, 3,1,0,0,Y, , 3, 2, 22,1905,1325,120287,121187,     4.2,     9.5,   433.316718,0,0,  3,ANOKA               
5117,MN,MN,27,55304, 3,0,0,0, , , 1, 2, 23,2040,2230,032288,032688,     5.4,    10.2,   485.435931,0,0,  3,ANOKA               
5118,MN,MN,27,55304, 3,1,0,2,Y, , 1, 2, 28,1600,1815,121387,121587,     4.0,     9.9,   485.435931,0,0,  3,ANOKA               
5119,MN,MN,27,55304, 3,1,0,4,Y, , 5, 2, 34,1003,1003,011488,011688,     2.3,    10.1,   471.366223,0,0,  3,ANOKA               
5120,MN,MN,27,55304, 3,1,0,4,Y, , 1, 2, 40,0810,0600,020288,020288,     2.9,     9.0,   485.435931,0,0,  3,ANOKA               
5121,MN,MN,27,55304, 3,1,0,4,Y, , 1, 2, 38,0900,0900,020288,020288,     1.4,    21.6,   485.435931,0,0,  3,ANOKA               
5122,MN,MN,27,55304, 3,1,0,4,Y, , 3, 2, 46,2300,2300,012688,012888,     3.3,     8.4,   433.316718,0,0,  3,ANOKA               
5123,MN,MN,27,55304, 3,1,0,4,Y, , 3, 2, 49,0715,0735,020288,020288,     2.9,     8.8,   433.316718,0,0,  3,ANOKA               
5124,MN,MN,27,55304, 3,1,1,3,Y, , 2, 2, 49,1715,1540,032688,032888,     1.8,    32.0,   461.623670,0,0,  3,ANOKA               
